cave,index,year,label,estimate,SE,LCI,UCI,W_maxtemp,W_mintemp,W_meantemp,W_heatdegdays,W_totalprecip,W_maxwind,S_maxtemp,S_mintemp,S_meantemp,S_heatdegdays,S_totalprecip,S_maxSind
SG,M-MA,2012-2013,Phi,0.6827801,0.0826164,0.5047393,0.8196825,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,M-MA,2013-2014 ,Phi,0.6714032,0.0491438,0.5690421,0.7597178,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,M-MA,2014-2015 ,Phi,0.6681828,0.0314116,0.6040318,0.7266441,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,M-MA,2015-2016 ,Phi,0.6697637,0.0328536,0.6025216,0.7307144,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,M-MA,2016-2017 ,Phi,0.6619259,0.0706018,0.5133755,0.7841915,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,M-MY,2012-2013,Phi,0.5872547,0.0841412,0.4187859,0.7375001,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,M-MY,2013-2014 ,Phi,0.6240096,0.1309708,0.357206,0.8321185,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,M-MY,2014-2015 ,Phi,0.5627213,0.0932509,0.3797613,0.7300722,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,M-MY,2015-2016 ,Phi,0.5841843,0.0767611,0.4306033,0.7229894,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,M-MY,2016-2017 ,Phi,0.6127736,0.1297931,0.351345,0.8221678,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,F-JUV,2011-2012,Phi,0.3596983,0.1031899,0.1892598,0.5748042,-0.903012048,-11.27125749,-6.114457831,24.11445783,0.494578313,37.38922156,25.8012987,11.75454545,18.80519481,1.050649351,4.479220779,36.90909091
SG,F-JUV,2012-2013,Phi,0.3168695,0.103729,0.1534978,0.5426547,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,F-JUV,2013-2014 ,Phi,0.3468149,0.0810943,0.2083819,0.5171352,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,F-JUV,2014-2015 ,Phi,0.155195,0.1375054,0.0229765,0.5893287,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,F-JUV,2015-2016 ,Phi,0.1883396,0.1231912,0.0456365,0.5296316,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,F-JUV,2016-2017 ,Phi,0.7150908,0.3430286,0.0847263,0.9855182,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,M-JUV,2011-2012,Phi,0.5218945,0.1258108,0.2889236,0.7457147,-0.903012048,-11.27125749,-6.114457831,24.11445783,0.494578313,37.38922156,25.8012987,11.75454545,18.80519481,1.050649351,4.479220779,36.90909091
SG,M-JUV,2012-2013,Phi,0.3971024,0.1152345,0.2040867,0.6285122,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,M-JUV,2013-2014 ,Phi,0.4561987,0.0745446,0.3176473,0.6018774,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,M-JUV,2014-2015 ,Phi,0.2399472,0.175961,0.0454745,0.6765856,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,M-JUV,2015-2016 ,Phi,0.353041,0.1206057,0.162376,0.6056964,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,M-JUV,2016-2017 ,Phi,0.4418291,29.9557613,0,1,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,F-RT,2011-2012,Phi,0.5738642,0.1082883,0.3611707,0.7623409,-0.903012048,-11.27125749,-6.114457831,24.11445783,0.494578313,37.38922156,25.8012987,11.75454545,18.80519481,1.050649351,4.479220779,36.90909091
SG,F-RT,2012-2013,Phi,0.332028,0.0768555,0.2012938,0.4950437,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,F-RT,2013-2014 ,Phi,0.4702603,0.0320854,0.4081684,0.5332865,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,F-RT,2014-2015 ,Phi,0.3828446,0.0506734,0.2894926,0.4857203,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,F-RT,2015-2016 ,Phi,0.3440696,0.148257,0.1264443,0.655284,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,F-RT,2016-2017 ,Phi,0.1320995,0.0705518,0.0435779,0.3370664,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,M-RT,2011-2012,Phi,0.635075,0.1023469,0.4227442,0.805279,-0.903012048,-11.27125749,-6.114457831,24.11445783,0.494578313,37.38922156,25.8012987,11.75454545,18.80519481,1.050649351,4.479220779,36.90909091
SG,M-RT,2012-2013,Phi,0.474362,0.069093,0.3439459,0.6083722,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,M-RT,2013-2014 ,Phi,0.5670434,0.0303826,0.5068089,0.6253594,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,M-RT,2014-2015 ,Phi,0.4197556,0.0572883,0.3132882,0.5342557,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,M-RT,2015-2016 ,Phi,0.3954676,0.183144,0.1272093,0.7459427,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,M-RT,2016-2017 ,Phi,0.2029348,0.0928715,0.0763219,0.4396211,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,F-MA,2011-2012,p,0.5636175,0.075607,0.4141936,0.7023198,-0.903012048,-11.27125749,-6.114457831,24.11445783,0.494578313,37.38922156,25.8012987,11.75454545,18.80519481,1.050649351,4.479220779,36.90909091
SG,F-MA,2012-2013,p,0.1529477,0.0277164,0.1061219,0.215455,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,F-MA,2013-2014 ,p,0.4583603,0.0231091,0.4135314,0.5038736,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,F-MA,2014-2015 ,p,0.3339174,0.0214541,0.2932648,0.3771976,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,F-MA,2015-2016 ,p,0.4060374,0.0312929,0.3464481,0.4685283,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,F-MA,2016-2017 ,p,0.5891069,0.092188,0.4046356,0.7515201,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,F-MY,2011-2012,p,0.5636126,0.0756231,0.4141579,0.7023422,-0.903012048,-11.27125749,-6.114457831,24.11445783,0.494578313,37.38922156,25.8012987,11.75454545,18.80519481,1.050649351,4.479220779,36.90909091
SG,F-MY,2012-2013,p,0.1529486,0.0277251,0.1061104,0.215478,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,F-MY,2013-2014 ,p,0.4583775,0.0231789,0.4134148,0.5040284,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,F-MY,2014-2015 ,p,0.3339377,0.0216185,0.2929848,0.377558,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,F-MY,2015-2016 ,p,0.4060402,0.0313318,0.3463792,0.4686099,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,F-MY,2016-2017 ,p,0.5891368,0.0922781,0.4044856,0.7516825,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,M-MA,2011-2012,p,0.5636141,0.075595,0.4142137,0.7022967,-0.903012048,-11.27125749,-6.114457831,24.11445783,0.494578313,37.38922156,25.8012987,11.75454545,18.80519481,1.050649351,4.479220779,36.90909091
SG,M-MA,2012-2013,p,0.1529668,0.0277178,0.106138,0.2154763,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,M-MA,2013-2014 ,p,0.4583613,0.0231052,0.4135398,0.503867,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,M-MA,2014-2015 ,p,0.3339205,0.0214575,0.2932617,0.3772078,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,M-MA,2015-2016 ,p,0.4060329,0.0312908,0.3464475,0.4685198,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,M-MA,2016-2017 ,p,0.5890765,0.0921851,0.4046149,0.7514892,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SG,M-MY,2011-2012,p,0.563565,0.0756552,0.4140526,0.702352,-0.903012048,-11.27125749,-6.114457831,24.11445783,0.494578313,37.38922156,25.8012987,11.75454545,18.80519481,1.050649351,4.479220779,36.90909091
SG,M-MY,2012-2013,p,0.1529673,0.0277377,0.10611,0.2155275,-6.825,-17.0577381,-11.96011905,29.96011905,0.920958084,34.98214286,24.97792208,11.03116883,18.02727273,1.412987013,2.028947368,35.71428571
SG,M-MY,2013-2014 ,p,0.4583876,0.0232243,0.4133379,0.504128,-9.250898204,-20.67964072,-14.98622754,32.98622754,1.469620253,37.21818182,23.86315789,11.47792208,17.71973684,1.432894737,3.028947368,36.81818182
SG,M-MY,2014-2015 ,p,0.3339111,0.0214994,0.2931759,0.3772852,-5.522641509,-15.63544304,-10.54076433,28.54076433,0.684313725,37.50632911,24.7640625,10.9328125,17.82222222,1.471428571,1.844444444,38.578125
SG,M-MY,2015-2016 ,p,0.4060136,0.0313721,0.3462789,0.4686653,-2.22,-11.24759036,-6.689090909,24.68909091,0.622981366,35.7245509,24.53376623,11.712,18.15466667,1.116,3.539189189,37
SG,M-MY,2016-2017 ,p,0.5890954,0.0921764,0.4046482,0.7514925,-2.710135135,-11.38917197,-7.111724138,25.11172414,0.793430657,35.64150943,24.50657895,10.21038961,17.36184211,1.451315789,1.696052632,36.63636364
SQ,F-MA,2014-2015,Phi,0.3826033,0.1034938,0.2079635,0.5939258,-7.381325301,-17.70778443,-12.56746988,30.56746988,0.860606061,35.58682635,23.53815789,10.14473684,16.87105263,2.002631579,1.902631579,34.23684211
SQ,F-MA,2015-2016 ,Phi,0.8272213,0.2483924,0.1370233,0.9931209,-3.721428571,-13.16011905,-8.45297619,26.45297619,0.861309524,32.69642857,22.88552632,10.55844156,16.76710526,2.085526316,3.482666667,34.90909091
SQ,F-MA,2016-2017 ,Phi,0.516921,0.0590472,0.4023335,0.6297562,-4.201796407,-13.92754491,-9.078443114,27.07844311,0.989820359,34.17365269,23.416,9.693506494,16.64266667,2.134666667,1.005333333,34.01298701
SQ,F-RT,2013-2014 ,Phi,0.4972423,0.0752972,0.3540282,0.6409103,-10.58083832,-21.32634731,-15.97724551,33.97724551,0.841935484,34.71515152,22.72077922,9.936363636,16.35064935,2.284415584,2.757894737,34.80519481
SQ,F-RT,2014-2015 ,Phi,0.3283427,0.0517083,0.2359075,0.4363149,-7.381325301,-17.70778443,-12.56746988,30.56746988,0.860606061,35.58682635,23.53815789,10.14473684,16.87105263,2.002631579,1.902631579,34.23684211
SQ,F-RT,2015-2016 ,Phi,0.4500622,67.6114236,0,1,-3.721428571,-13.16011905,-8.45297619,26.45297619,0.861309524,32.69642857,22.88552632,10.55844156,16.76710526,2.085526316,3.482666667,34.90909091
SQ,F-RT,2016-2017 ,Phi,0.0808441,0.0225932,0.0462268,0.1376436,-4.201796407,-13.92754491,-9.078443114,27.07844311,0.989820359,34.17365269,23.416,9.693506494,16.64266667,2.134666667,1.005333333,34.01298701
SQ,M-MA,2014-2015,Phi,0.5487321,0.1005443,0.3542801,0.7293597,-7.381325301,-17.70778443,-12.56746988,30.56746988,0.860606061,35.58682635,23.53815789,10.14473684,16.87105263,2.002631579,1.902631579,34.23684211
SQ,M-MA,2015-2016 ,Phi,0.6950304,0.0931075,0.4906982,0.8435257,-3.721428571,-13.16011905,-8.45297619,26.45297619,0.861309524,32.69642857,22.88552632,10.55844156,16.76710526,2.085526316,3.482666667,34.90909091
SQ,M-MA,2016-2017 ,Phi,0.9632074,0.095397,0.118042,0.9998048,-4.201796407,-13.92754491,-9.078443114,27.07844311,0.989820359,34.17365269,23.416,9.693506494,16.64266667,2.134666667,1.005333333,34.01298701
SQ,M-RT,2013-2014 ,Phi,0.4869102,0.0609634,0.3703649,0.6048964,-10.58083832,-21.32634731,-15.97724551,33.97724551,0.841935484,34.71515152,22.72077922,9.936363636,16.35064935,2.284415584,2.757894737,34.80519481
SQ,M-RT,2014-2015 ,Phi,0.3162003,0.0509396,0.2256474,0.4232307,-7.381325301,-17.70778443,-12.56746988,30.56746988,0.860606061,35.58682635,23.53815789,10.14473684,16.87105263,2.002631579,1.902631579,34.23684211
SQ,M-RT,2015-2016 ,Phi,0.4500932,183.0018875,0,1,-3.721428571,-13.16011905,-8.45297619,26.45297619,0.861309524,32.69642857,22.88552632,10.55844156,16.76710526,2.085526316,3.482666667,34.90909091
SQ,M-RT,2016-2017 ,Phi,0.1046927,0.0144355,0.0795855,0.1365456,-4.201796407,-13.92754491,-9.078443114,27.07844311,0.989820359,34.17365269,23.416,9.693506494,16.64266667,2.134666667,1.005333333,34.01298701
SQ,M-MA,2013-2014 ,p,0.6047383,0.082017,0.4384941,0.7498423,-10.58083832,-21.32634731,-15.97724551,33.97724551,0.841935484,34.71515152,22.72077922,9.936363636,16.35064935,2.284415584,2.757894737,34.80519481
SQ,M-MA,2014-2015 ,p,0.4413995,0.0640206,0.3220437,0.5679342,-7.381325301,-17.70778443,-12.56746988,30.56746988,0.860606061,35.58682635,23.53815789,10.14473684,16.87105263,2.002631579,1.902631579,34.23684211
SQ,M-MA,2015-2016 ,p,0.2454256,0.0667576,0.1382743,0.3973252,-3.721428571,-13.16011905,-8.45297619,26.45297619,0.861309524,32.69642857,22.88552632,10.55844156,16.76710526,2.085526316,3.482666667,34.90909091
SQ,M-MA,2016-2017 ,p,0.756285,0.1576258,0.3673176,0.9431377,-4.201796407,-13.92754491,-9.078443114,27.07844311,0.989820359,34.17365269,23.416,9.693506494,16.64266667,2.134666667,1.005333333,34.01298701
SQ,M-MY,2013-2014 ,p,0.5879691,0.0717515,0.4440047,0.7183066,-10.58083832,-21.32634731,-15.97724551,33.97724551,0.841935484,34.71515152,22.72077922,9.936363636,16.35064935,2.284415584,2.757894737,34.80519481
SQ,M-MY,2014-2015 ,p,0.4758329,0.0646754,0.3532038,0.6014472,-7.381325301,-17.70778443,-12.56746988,30.56746988,0.860606061,35.58682635,23.53815789,10.14473684,16.87105263,2.002631579,1.902631579,34.23684211
SQ,M-MY,2015-2016 ,p,0.2848397,0.0581917,0.1853545,0.4107957,-3.721428571,-13.16011905,-8.45297619,26.45297619,0.861309524,32.69642857,22.88552632,10.55844156,16.76710526,2.085526316,3.482666667,34.90909091
SQ,M-MY,2016-2017 ,p,0.8483038,0.0528649,0.7142613,0.925982,-4.201796407,-13.92754491,-9.078443114,27.07844311,0.989820359,34.17365269,23.416,9.693506494,16.64266667,2.134666667,1.005333333,34.01298701
